X.2,X.1,Parent,Spinoff,Date,Parent.Company,New.Company,MarketCap,Notes,Missing.,Sector,Industry,YF_Dummy,Notes.1,X,TotalAssets,Inventory,NetPPE,TotalEquityGrossMinorityInterest,TotalDebt,TotalRevenue,ResearchAndDevelopment,OperatingIncome,NetIncome,ParentTotalAssets,ParentTotalEquityGrossMinorityInterest,ParentTotalDebt,Notes...Parent,Notes...Spinoff,Notes.2,Year.Dmy,IndustryMedianEarningsVolatility,IndustryMedianLeverageRatio,SectorMedianEarningsVolatility,SectorMedianLeverageRatio,Taxes,ClosestDate,WX_FFR,WX_diff
152,152,DHR,FTV,7/5/16,Danaher Corp,Fortive Corp,17596130000,,,Technology,Scientific & Technical Instruments,,,,8133300000,558100000,538300000,2559600000,3509100000,1567400000,95200000,323200000,226900000,51503700000,25120300000,14652200000,,,,2016,0.329717048,0.643501582,0.647625435,0.421535022,0.243,16983,0.470311804,0.052324862
153,153,HTZGQ,HRI,7/1/16,Hertz Global Holdings Inc,Herc Holdings Inc,953710000,,,Industrials,Rental & Leasing Services,,,,3578000000,24500000,2757300000,352400000,2139900000,403600000,,38300000,3000000,22020000000,1609000000,15392000000,https://www.sec.gov/Archives/edgar/data/1657853/000165785316000047/hghq22016form10-q.htm,,,2016,0.276714538,3.018575059,0.37828853,0.72137165,0.4,16983,0.470311804,0.052324862
154,154,BAM,BBU,6/20/16,Brookfield Asset Management Inc,Brookfield Business Partners Lp,830628015,,,Industrials,Conglomerates,,,,8147000000,292000000,2287000000,3533000000,2058000000,2008000000,,3000000,-1000000,,,,,,,2016,0.49974433,0.824878019,0.37828853,0.72137165,0.081,16983,0.470311804,0.052324862
155,155,IDT,ZDGE,6/2/16,Idt Corp,Zedge Inc,38735615,,,Communication Services,Internet Content & Information,,,,12433000,,1843000,10596000,,2452000,,-489000,-779000,504229000,146360000,,,,,2016,1.068299102,0.118663904,0.428813646,0.915681256,0.011,16953,0.417986942,-0.066185548
156,156,WRK,NGVT,5/16/16,Westrock Co.,Ingevity Corp,1433084000,,,Basic Materials,Specialty Chemicals,,,,907600000,156800000,442800000,136600000,566600000,248700000,,47200000,23700000,25268400000,11089200000,6377200000,,,,2016,0.207645503,0.675287768,0.622017778,0.504063828,0.328,16922,0.484172489,0.07634078
157,157,HOT,ILG,5/13/16,Starwood Hotel & Resorts Worldwide Inc,Ilg Inc,1400000000,,https://www.macrotrends.net/stocks/delisted/ILG/ilg-inc/market-cap,Technology,,,No Data,,,,,,,,,,,,,,,,,2016,,,0.647625435,0.421535022,,16922,0.484172489,0.07634078
158,158,CYH,QHCCQ,5/2/16,Community Health Systems Inc,Quorum Health Corp,260000000,https://www.macrotrends.net/stocks/charts/QHCQQ/quorum-health/market-cap,Private,Healthcare,,1,Private,,2102359000,57059000,,293651000,1252930000,598163000,,259255000,243966000,26724000000,4683000000,16914000000,,https://www.sec.gov/Archives/edgar/data/1650445/000156459016023926/qhc-10q_20160630.htm,,2016,,,0.4412131,0.172467945,,16922,0.484172489,0.07634078
159,159,AWI,AFIIQ,4/4/16,Armstrong World Industries Inc,Armstrong Flooring Inc,470310616,,,Industrials,Building Products & Equipment,,,,986100000,243900000,441900000,596300000,100000000,323700000,,11800000,5700000,2625900000,770300000,978200000,,,,2016,0.229096252,0.821338875,0.37828853,0.72137165,0.394,16892,0.407831709,-0.098703078
160,160,ITGR,NVTRQ,3/14/16,Integer Holdings Corp,Nuvectra Corp,80000000,,https://www.macrotrends.net/stocks/charts/NVTRQ/nuvectra/market-cap,Healthcare,Medical Devices,1,Not Listed,Industry easy to assign,137927000,,5163000,117953000,13248000,2062000,3536000,-7083000,-7142000,2982136000,850625000,1714053000,,https://www.sec.gov/Archives/edgar/data/1648893/000143774916031564/nvtr20160401_10q.htm,,2016,0.419224028,0.228568891,0.4412131,0.172467945,,16861,0.506534787,-0.019348801
161,161,MTW,WBT,3/4/16,Manitowoc Co Inc,Welbilt Inc,1890000000,,https://www.macrotrends.net/stocks/delisted/WBT/welbilt/market-cap,Industrials,,1,Not Listed,,1822900000,163600000,116300000,-125700000,1394000000,325500000,,,,3448900000,819500000,1413600000,,https://www.sec.gov/Archives/edgar/data/1650962/000165096216000069/mfs-2016x33110xq.htm,,2016,,,0.37828853,0.72137165,,16861,0.506534787,-0.019348801
162,162,GRA,GCP,2/4/16,W R Grace & Co.,Gcp Applied Technologies Inc,1190000000,,https://www.macrotrends.net/stocks/delisted/GCP/gcp-applied-technologies/market-cap,Basic Materials,Specialty Chemicals,1,Not Listed,Parent private,985600000,110800000,223500000,-182100000,816200000,314100000,5300000,,17400000,3676000000,212500000,,https://www.sec.gov/Archives/edgar/data/1045309/000104530916000163/gra-201510xk.htm,https://www.sec.gov/Archives/edgar/data/1644440/000164444016000195/gcp-20161q10xq.htm,,2016,0.207645503,0.675287768,0.622017778,0.504063828,,16832,0.525883588,0.123940621
163,163,LCTX,OCX,1/4/16,Lineage Cell Therapeutics Inc,Oncocyte Corp,117149320,,,Healthcare,Diagnostics & Research,,,,9647000,,581000,6895000,,0,1689000,-2932000,-2928000,94660000,76447000,5103000,,,,2016,0.332490942,0.384059272,0.4412131,0.172467945,0,16801,0.401942968,0.144599034
164,164,STLA,RACE,1/4/16,Stellantis Nv,Ferrari Nv,7815108315,,,Consumer Cyclical,Auto Manufacturers,,,,4128539000,299686000,620762000,94691000,2442221000,675453000,158194000,123839000,77337000,1.0504E+11,16255000000,27786000000,,,,2016,0.434968119,0.204415037,0.256482446,0.849259347,0,16801,0.401942968,0.144599034
165,165,GAMI,AC,12/1/15,Gamco Investors Inc Et Al,Associated Capital Group Inc,775912192,,,Financial Services,Asset Management,,,,836748000,,,757287000,,8995000,,-5883000,4189000,872669000,565280000,111941000,,,,2015,0.474325537,0.446983728,0.321527138,0.713185784,0.274,16770,0.257343933,0.262343583
166,166,CSC,CSRA,11/30/15,Computer Sciences Corp,Csra Inc,5090000000,,https://www.macrotrends.net/stocks/delisted/CSRA/csra/market-cap,Technology,Information Technology Services,1,Not Listed,Industry easy to assign,4937477000,,501174000,228232000,2951906000,1031572000,,58525000,51432000,10013000000,3046000000,2610000000,https://www.sec.gov/Archives/edgar/data/23082/000002308215000065/csc1022015q210-q.htm,https://www.sec.gov/Archives/edgar/data/1646383/000164638316000211/fy2016q310-q.htm,,2015,0.465773949,0.785841228,0.674725227,0.421535022,,16770,0.257343933,0.262343583
167,167,MTCH,MTCH2,11/19/15,Match Group Inc,Match Group Inc,,True spinoff?,,Communication Services,Internet Content & Information,1,Parent,Industry easy to assign,5209950000,,302817000,2215825000,1788213000,848728000,,-5430000,-31389000,4027318000,1870418000,1000000000,,https://www.sec.gov/Archives/edgar/data/891103/000089110316000023/iac-20151231x10k.htm,,2015,0.925106588,0.118663904,0.453325796,0.915681256,,16770,0.257343933,0.262343583
168,168,DRI,FCPT,11/10/15,Darden Restaurants Inc,Four Corners Property Trust Inc,1032646599,,,Real Estate,REIT—Retail,,,,929437000,198000,828691000,441642000,392302000,19529000,,10460000,5308000,6026500000,2424100000,1452600000,,,,2015,0.151607581,1.42478274,0.161383296,1.025771966,0.357,16740,-0.00499965,0.527405416
169,169,AROC,EXTN,11/4/15,Archrock Inc,Exterran Corp,530000000,,https://www.macrotrends.net/stocks/delisted/EXTN/exterran/market-cap,Energy,Oil & Gas Equipment & Services,1,Not Listed,Industry easy to assign,1842359000,,899402000,909859000,525593000,418063000,,,-12028000,4698918000,1901047000,2075904000,,https://www.sec.gov/Archives/edgar/data/1635881/000163588116000054/extn-20151231x10k.htm,,2015,2.186685932,0.428871003,1.364874206,0.544878592,,16740,-0.00499965,0.527405416
170,170,HPQ,HPE,11/2/15,Hp Inc,Hewlett Packard Enterprise Co.,23938413328,,,Technology,Communication Equipment,,,,77352000000,2345000000,9700000000,31634000000,16139000000,12724000000,585000000,811000000,267000000,1.06882E+11,28151000000,8871000000,,,,2015,1.259779034,0.451962829,0.674725227,0.421535022,0.163,16740,-0.00499965,0.527405416
171,171,NRF,NRE,11/2/15,Northstar Realty Finance Corp,Northstar Realty Europe Corp,710000000,True spinoff?,https://www.macrotrends.net/stocks/delisted/NRE/northstar-realty-europe/market-cap,Real Estate,,1,Not Listed,,2683050000,,,795742000,,,,,-34180000,18622914000,5221182000,,https://www.sec.gov/Archives/edgar/data/1273801/000127380115000056/nrf0930201510-q.htm,https://www.sec.gov/Archives/edgar/data/1646587/000164658716000065/nre1231201510-k.htm,,2015,,,0.161383296,1.025771966,,16740,-0.00499965,0.527405416
172,172,CSWC,CSWI,10/1/15,Capital Southwest Corp,Csw Industrials Inc,587011610,,,Industrials,Specialty Industrial Machinery,,,,408569000,54684000,61942000,255710000,106323000,70918000,1346000,5623000,1998000,285650000,275591000,,,,,2015,0.224138651,0.529711181,0.365078822,0.72137165,0.4,16709,-0.532405066,0.20967353
173,173,MSGN,MSGS,10/1/15,Msg Networks Inc,Madison Square Garden Sports Corp,4022833400,True spinoff?,,Communication Services,Entertainment,,,,3746103000,,1193695000,2788454000,,410838000,,49039000,43488000,863134000,-1246337000,1537070000,https://www.sec.gov/Archives/edgar/data/1469372/000146937215000018/msgnetworks9302015-10q.htm,,,2015,0.543364791,1.976846217,0.453325796,0.915681256,0.4,16709,-0.532405066,0.20967353
174,174,BX,PJT,10/1/15,Blackstone Inc,Pjt Partners Inc,508271040,,,Financial Services,Capital Markets,,,,467252000,,31490000,-110850000,,103822000,,-27538000,-13188000,23618703000,12670271000,6200804000,,,,2015,0.945366474,0.992929947,0.321527138,0.713185784,0.4,16709,-0.532405066,0.20967353
175,175,FNFV,JAX,9/29/15,Fidelity National Financial Inc,J Alexander's Holdings Inc,150000000,,https://www.macrotrends.net/stocks/delisted/JAX/j-alexanders-holdings/market-cap,Consumer Cyclical,,,No Data,,,,,,,,,,,14397000000,6767000000,,https://www.sec.gov/Archives/edgar/data/1331875/000133187515000043/fnf06301510q.htm,,,2015,,,0.261511027,0.849259347,,16709,-0.532405066,0.20967353
176,176,SPXC,FLOW,9/28/15,Spx Technologies Inc,Spx Flow Inc,1420000000,"https://companiesmarketcap.com/spx-flow/marketcap/#:~:text=As%20of%20October%202023%20SPX,cap%20according%20to%20our%20data.",Private,Industrials,Building Products & Equipment,1,Parent,Industry easy to assign,3309400000,305200000,746500000,1270600000,1037300000,589500000,,,-4200000,5889200000,1759100000,1474900000,,https://www.sec.gov/Archives/edgar/data/1641991/000164199116000021/a20151231flow10-k.htm,,2015,0.35675403,0.821338875,0.365078822,0.72137165,,16709,-0.532405066,0.20967353
177,177,VTR,CCP,8/18/15,Ventas Inc,Care Capital Properties Inc,2970000000,,,Real Estate,REIT—Healthcare Facilities,1,Not Listed,"Despite looking like it's part of the healthcare sector, it provides real estate for healthcare facilities",2971271000,,,1234312000,1518437000,82317000,,,36192000,24275162000,11093746000,11507861000,,https://www.sec.gov/Archives/edgar/data/1639947/000163994715000061/ccp-2015930x10q.htm,,2015,0.089900292,1.165869102,0.161383296,1.025771966,,16679,-0.742078595,0.178538831
178,178,VIAV,LITE,8/4/15,Viavi Solutions Inc,Lumentum Holdings Inc,999552432,,,Technology,Communication Equipment,,,,649700000,102900000,141500000,500800000,,212600000,34400000,-1100000,-400000,2216500000,1102900000,561600000,,,,2015,1.259779034,0.451962829,0.674725227,0.421535022,0.2,16648,-0.920617426,0.36760208
179,179,BKS,BNED,8/3/15,Barnes & Noble Inc,Barnes & Noble Education Inc,710907623,,,Consumer Cyclical,Specialty Retail,,,,1475486000,514869000,110949000,729678000,,755864000,,59513000,33401000,2078643000,1155180000,475554000,https://www.sec.gov/Archives/edgar/data/9984/000000998415000061/b10q06302015.htm,,,2015,0.13058252,1.092015299,0.261511027,0.849259347,0.4,16648,-0.920617426,0.36760208
180,180,EBAY,PYPL,7/20/15,Ebay Inc,Paypal Holdings Inc,37899840000,,,Financial Services,Credit Services,,,,27896000000,,1298000000,13214000000,1610000000,2258000000,230000000,330000000,301000000,45658000000,19805000000,7622000000,,,,2015,0.202137361,1.653846154,0.321527138,0.713185784,0.14,16648,-0.920617426,0.36760208
181,181,NI,CPGX,7/2/15,Nisource Inc,Columbia Pipeline Group Inc,0,,https://www.macrotrends.net/stocks/delisted/CPGX/columbia-pipeln/market-cap,Energy,,1,Private,"Parent is Utilities, but Spinoff is Energy",8963600000,,5857900000,3549600000,2991000000,320900000,,135900000,74800000,25606900000,7455900000,9485500000,,https://www.sec.gov/Archives/edgar/data/1629995/000162999515000018/cpgx-2015930x10q.htm,,2015,,,1.364874206,0.544878592,,16617,-1.288219506,0.113808488
182,182,IART,SPNE,7/2/15,Integra Lifesciences Holdings Corp,Seaspine Holdings Corp,210000000,,https://www.macrotrends.net/stocks/delisted/SPNE/seaspine-holdings/market-cap,Healthcare,Medical Devices,1,Not Listed,Industry easy to assign,156264000,53411000,21086000,137359000,,,148000,,-17685000,1637894000,711723000,654136000,,https://www.sec.gov/Archives/edgar/data/1637761/000163776115000009/spne-2015063010xq.htm,,2015,0.423825415,0.228568891,0.442269674,0.172467945,,16617,-1.288219506,0.113808488
183,183,MAS,BLD,7/1/15,Masco Corp,Topbuild Corp,1167004262,,,Industrials,Engineering & Construction,,,,1613310000,103400000,92390000,851980000,197500000,427890000,,30190000,16630000,5869000000,131000000,3425000000,,,,2015,0.574502865,0.862763215,0.365078822,0.72137165,0.4,16617,-1.288219506,0.113808488
184,184,BWXT,BW,7/1/15,Bwx Technologies Inc,Babcock & Wilcox Enterprises Inc,899881348,,,Industrials,Specialty Industrial Machinery,,,,1611674000,96358000,145274000,776563000,3140000,419977000,3977000,11308000,6169000,1337225000,256533000,330000000,,,,2015,0.224138651,0.529711181,0.365078822,0.72137165,0.4,16617,-1.288219506,0.113808488
185,185,BAX,BXLT,7/1/15,Baxter International Inc,Baxalta Inc,21330000000,,https://www.macrotrends.net/stocks/delisted/BXLT/baxalta-inc/market-cap,Healthcare,,1,Private,,12906000000,2184000000,4809000000,3984000000,5279000000,1595000000,286000000,281000000,309000000,30015000000,8021000000,14218000000,,https://www.sec.gov/Archives/edgar/data/1620546/000119312515375898/d80515d10q.htm,,2015,,,0.442269674,0.172467945,,16617,-1.288219506,0.113808488
186,186,GHC,CABO,7/1/15,Graham Holdings Co.,Cable One Inc,2458426135,,,Communication Services,Telecom Services,,,,1401158000,,606221000,430189000,549680000,198215000,,38996000,19412000,6181940000,3189370000,954756000,,,,2015,0.276965972,1.028737664,0.453325796,0.915681256,0.4,16617,-1.288219506,0.113808488
187,187,DD1,CC,7/1/15,Dupont E I De Nemours & Co.,Chemours Co.,1170868103,,,Basic Materials,Specialty Chemicals,,,,6451000000,993000000,3170000000,90000000,3962000000,1486000000,18000000,89000000,-29000000,,,,,,,2015,0.224833442,0.675287768,0.639011226,0.504063828,0.4,16617,-1.288219506,0.113808488
188,188,EPC,ENR,7/1/15,Edgewell Personal Care Co.,Energizer Holdings Inc,2407580643,,,Industrials,Electrical Equipment & Parts,,,,1629600000,275900000,205600000,-60100000,1003200000,399100000,5800000,40200000,23100000,6869200000,2286300000,2535000000,,,,2015,0.532950351,0.332903679,0.365078822,0.72137165,0.4,16617,-1.288219506,0.113808488
189,189,TRS,HZN,7/1/15,Trimas Corp,Horizon Global Corp,250000000,,https://www.macrotrends.net/stocks/delisted/HZN/horizon-global/market-cap,Consumer Cyclical,,1,Not Listed,,346820000,113880000,46310,3450000,203740000,153340000,,,6350000,1335010000,602140000,463950000,,https://www.sec.gov/Archives/edgar/data/1637655/000163765515000072/horizon_093015x10q.htm,,2015,,,0.261511027,0.849259347,,16617,-1.288219506,0.113808488
190,190,TGNA,GCI,6/29/15,Tegna Inc,Gannett Co Inc,801046453,,,Communication Services,Publishing,,,,1185425000,18820000,451793000,612028000,386610000,299480000,,22079000,11195000,10984460000,3548484000,4359402000,,,,2015,0.776782709,0.078093747,0.453325796,0.915681256,0.059,16617,-1.288219506,0.113808488
191,191,PGEN,TCRT,6/9/15,Precigen Inc,Alaunos Therapeutics Inc,1569864408,,,Healthcare,Biotechnology,,,,124038000,,321000,110441000,,272000,7424000,-14225000,-14211000,819987000,653345000,,,,,2015,0.491565864,0.093677874,0.442269674,0.172467945,0,16587,-1.402027994,0.03160912
192,192,CIGI,FSV,6/2/15,Colliers International Group Inc,Firstservice Corp,1006113218,,,Real Estate,Real Estate Services,,,,606367000,11501000,57923000,221779000,222094000,326251000,,24712000,7377000,1522809000,430969000,555697000,,,,2015,0.572779408,0.895384136,0.161383296,1.025771966,0.265,16587,-1.402027994,0.03160912
193,193,WINMQ,UNIT,4/27/15,Windstream Holdings Inc,Uniti Group Inc,2682064400,,,Real Estate,REIT—Specialty,,,,2645640000,,,-969301000,3508685000,,,,,12619100000,95000000,8820600000,https://www.sec.gov/Archives/edgar/data/1585644/000128226615000021/a2015033110q.htm,,,2015,0.291833094,0.815176627,0.161383296,1.025771966,,16556,-1.433637114,0.161316047
194,194,SSP,JMG,4/1/15,Ew Scripps Co.,Journal Media Group Inc,210000000,,https://www.macrotrends.net/stocks/delisted/JMG/journal-media/market-cap,Communication Services,,,No Data,,,,,,,,,,,1032526000,516955000,197500000,,,,2015,,,0.453325796,0.915681256,,16526,-1.594953161,0.213491915
195,195,NXDT,NXRT,4/1/15,Nexpoint Diversified Real Estate Trust,Nexpoint Residential Trust Inc,285976069,,,Real Estate,REIT—Residential,,,,903080176,,803969967,260913732,623520482,28747296,,2211491,-2252621,,,,,,,2015,0.143924991,0.961102368,0.161383296,1.025771966,0,16526,-1.594953161,0.213491915
196,196,ATLS1,ATLS,2/26/15,Atlas Energy Lp,Atlas Energy Group LLC,830000000,True spinoff?,https://www.macrotrends.net/stocks/delisted/ATLS/atlas-energy-group-llc/market-cap,Energy,,,No Data,,,,,,,,,,,,,,,,,2015,,,1.364874206,0.544878592,,16495,-1.808445075,0.165202714
197,197,OA,VSTO,2/10/15,Orbital Atk Inc,Vista Outdoor Inc,2735051366,,,Consumer Cyclical,Leisure,,,,2568188000,374737000,190607000,1645698000,350000000,485389000,2475000,38733000,15907000,,,,,,,2015,0.300686516,0.233185619,0.261511027,0.849259347,0.4,16467,-1.973647789,0.295107219
198,198,IVT,XHR,2/4/15,Inventrust Properties Corp,Xenia Hotels & Resorts Inc,2540370582,,,Real Estate,REIT—Hotel & Motel,,,,3030407000,,,1702139000,1178213000,227874000,,26626000,-14866000,7497317000,3996829000,3190636000,,,,2015,0.150311024,0.999052326,0.161383296,1.025771966,0.4,16467,-1.973647789,0.295107219
199,199,FRPH,PATI,2/2/15,Frp Holdings Inc,Patriot Transportation Holding Inc,81547125,,,Industrials,Trucking,,,,57807000,853000,41169000,34214000,3718000,29737000,,907000,-351000,312410000,209625000,60989000,,,,2015,0.280346055,0.465653812,0.365078822,0.72137165,0.391,16467,-1.973647789,0.295107219
200,200,VNO,UE,1/16/15,Vornado Realty Trust,Urban Edge Properties,2352519188,,,Real Estate,REIT—Retail,,,,1936468000,,,338400000,1253889000,83783000,,3682000,-11463000,2124832000,8827162000,10898859000,,,,2015,0.151607581,1.42478274,0.161383296,1.025771966,0.4,16436,-2.268755008,0.15199292
201,201,BEAV,KLXI,12/17/14,B/e Aerospace Inc,Klx Inc,2100000000,,https://www.macrotrends.net/stocks/delisted/KLXI/klx/market-cap,Industrials,Aerospace & Defense,1,Private,Industry easy to assign,4275900000,1314100000,354300000,2623300000,1200000000,431500000,,47500000,17900000,3199900000,2168500000,10100000,https://www.sec.gov/Archives/edgar/data/861361/000155837015000231/beav-20141231x10k.htm,https://www.sec.gov/Archives/edgar/data/1617898/000155837015000996/klx-20150430x10q.htm,,2014,0.76226542,0.464028931,0.390302901,0.72137165,,16436,-2.268755008,0.15199292
202,202,SMA,SSRG,12/5/14,Symmetry Medical Inc,Symmetry Surgical Inc,70000000,True spinoff?,https://www.macrotrends.net/stocks/delisted/SSRG/symmetry-surgcl/market-cap,Healthcare,Medical Devices,1,Private,"Parent similar, Industry easy to assign",151697000,24141000,2768000,137954000,,81782000,,-56178000,-35775000,511323000,279277000,170000000,https://www.sec.gov/Archives/edgar/data/1292055/000129205514000010/sma-2014927x10q.htm,https://www.sec.gov/Archives/edgar/data/1616101/000161610115000002/ssrg-2014x10k.htm,,2014,0.452216258,0.228568891,0.488183677,0.172467945,,16405,-2.420747928,0.347596391
203,203,OXY,CRCQQ,12/1/14,Occidental Petroleum Corp,California Resources Corp,,,Starts 2020 (bankruptcy 2020?),Energy,Oil & Gas E&P,1,Similar ticker,Industry easy to assign,12497000000,,11685000000,2611000000,6360000000,820000000,,,-2091000000,71510000000,44085000000,8436000000,,https://www.sec.gov/Archives/edgar/data/1609253/000162828015001108/a10kworddocument.htm,,2014,1.37608962,0.41414187,1.15720515,0.544878592,,16405,-2.420747928,0.347596391
204,204,AHT,AINC,11/13/14,Ashford Hospitality Trust Inc,Ashford Inc,51942231,,,Financial Services,Asset Management,,,,49230000,,4188000,15318000,,7972000,,-15236000,-15474000,2863708000,770356000,1959608000,,,,2014,0.31264254,0.446983728,0.238518233,0.713185784,0.35,16375,-2.768344319,0.033365152
205,205,CSH1,ENVA,11/13/14,Cash America International Inc,Enova International Inc,734580000,,,Financial Services,Credit Services,,,,759583000,,33985000,153984000,494181000,194722000,,36181000,22502000,2100345000,1126533000,700043000,https://www.sec.gov/Archives/edgar/data/807884/000080788414000008/a2014q310q.htm,,,2014,0.13823204,1.653846154,0.238518233,0.713185784,0.35,16375,-2.768344319,0.033365152
206,206,DS,SNR,11/7/14,Drive Shack Inc,New Senior Investment Group Inc,1280000000,,https://www.macrotrends.net/stocks/delisted/SNR/new-senior-investment-group/market-cap,Real Estate,,,No Data,,,,,,,,,,,,,,,,,2014,,,0.179744118,1.025771966,,16375,-2.768344319,0.033365152
207,207,FWONA,LBRDA,11/5/14,Liberty Media Corp,Liberty Broadband Corp,4280018575,,,Communication Services,Telecom Services,,,,3003932000,0,3590000,2494769000,372000000,17533000,4593000,-1183000,-46804000,33845000000,22594000000,6074000000,,,,2014,0.250282636,1.028737664,0.478823115,0.915681256,0.296,16375,-2.768344319,0.033365152
208,208,KMB,AVNS,11/3/14,Kimberly Clark Corp,Avanos Medical Inc,2115989691,,,Healthcare,Medical Devices,,,,2527600000,283100000,277800000,1491200000,636200000,439400000,7500000,24000000,-2400000,18876000000,4548000000,6406000000,,,,2014,0.452216258,0.228568891,0.488183677,0.172467945,0.35,16375,-2.768344319,0.033365152
209,209,KBAL,KE,11/3/14,Kimball International Inc,Kimball Electronics Inc,350647440,,,Industrials,Electrical Equipment & Parts,,,,463763000,124500000,98656000,301924000,,207563000,,8697000,6229000,717864000,443976000,275000,https://www.sec.gov/Archives/edgar/data/55772/000005577214000066/kbalb09302014q110q.htm,,,2014,0.531966141,0.332903679,0.390302901,0.72137165,0.35,16375,-2.768344319,0.033365152
210,210,A,KEYS,11/3/14,Agilent Technologies Inc,Keysight Technologies Inc,5621257620,,,Technology,Scientific & Technical Instruments,,,,3015000000,491000000,455000000,918000000,1099000000,701000000,96000000,81000000,70000000,10760000000,5287000000,2762000000,,,,2014,0.430885812,0.643501582,0.68127812,0.421535022,0.35,16375,-2.768344319,0.033365152
211,211,QRTEA,LVNTA,10/15/14,Qurate Retail Inc,Qurate Retail Inc,,True spinoff?,,Consumer Cyclical,Internet Retail,1,Parent,Industry easy to assign,5548000000,1049000000,2030000000,5780000000,8051000000,3252000000,,444000000,,14293000000,6029000000,5435000000,,https://www.sec.gov/Archives/edgar/data/1355096/000155837015000204/lint-20141231x10k.htm,,2014,0.74008568,0.625737106,0.289853825,0.849259347,,16344,-2.801709471,0.00342944
212,212,ADP,CDK,10/1/14,Automatic Data Processing Inc,Cdk Global Inc,4980000000,,https://www.macrotrends.net/stocks/delisted/CDK/cdk-global/market-cap,Technology,,1,Not Listed,,2515400000,,106500000,750800000,996900000,521200000,,83200000,42500000,30203800000,5823000000,1947900000,,https://www.sec.gov/Archives/edgar/data/1609702/000160970215000004/cdk_q2fy1510-q.htm,,2014,,,0.68127812,0.421535022,,16344,-2.801709471,0.00342944
213,213,XLS,VVX,9/29/14,Exelis Inc,V2x Inc,195300000,,,Industrials,Aerospace & Defense,,,,485000000,6000000,9000000,68000000,140000000,301000000,,3000000,2000000,4768000000,1732000000,649000000,https://www.sec.gov/Archives/edgar/data/1524471/000152447114000011/xls-2014630x10q.htm,,,2014,0.76226542,0.464028931,0.390302901,0.72137165,0.354,16344,-2.801709471,0.00342944
214,214,LVNTA,LTRPA,8/28/14,Qurate Retail Inc,Liberty Tripadvisor Holdings Inc,2501285836,,,Communication Services,Internet Content & Information,,,,7459000000,25000000,114000000,5385000000,746000000,375000000,,17000000,-5000000,24722000000,11256000000,7768000000,https://www.sec.gov/Archives/edgar/data/1355096/000135509614000052/linta_10qx33120142.htm,,,2014,1.084512378,0.118663904,0.478823115,0.915681256,0.35,16314,-2.805138911,0.087422719
215,215,LEAF,NAME,8/4/14,Leaf Group Ltd.,Rightside Group Ltd.,280000000,,https://www.macrotrends.net/stocks/delisted/NAME/rightside-group/market-cap,Technology,Software—Infrastructure,1,Not Listed,Industry easy to assign,352393000,,11516000,146051000,24862000,54119000,,,-3404000,748717000,480064000,73750000,https://www.sec.gov/Archives/edgar/data/1365038/000156459014003491/dmd-10q_20140630.htm,https://www.sec.gov/Archives/edgar/data/1589094/000155837015002575/name-20150930x10q.htm,,2014,0.454099495,0.379812599,0.68127812,0.421535022,,16283,-2.89256163,-0.055864239
216,216,NEBLQ,PGNPQ,8/4/14,Noble Corp,Paragon Offshore PLC,,,Yes,Energy,Oil & Gas Drilling,1,Not Listed,Industry easy to assign,2780292000,,2033635000,474897000,1676587000,505222000,,-796421000,-894216000,16989900000,9502833000,6013946000,https://www.sec.gov/Archives/edgar/data/1169055/000119312514302798/d749265d10q.htm,https://www.sec.gov/Archives/edgar/data/1594590/000156459014005619/pgn-10q_20140930.htm,,2014,1.298273124,0.800921893,1.15720515,0.544878592,,16283,-2.89256163,-0.055864239
217,217,GE,SYF,7/31/14,General Electric Co.,Synchrony Financial,20468920659,,,Financial Services,Credit Services,,,,73469000000,,,9941000000,27584000000,2282000000,,,548000000,6.5E+11,1.435E+11,3.741E+11,,,,2014,0.13823204,1.653846154,0.238518233,0.713185784,0.377,16283,-2.89256163,-0.055864239
218,218,TRCO,TPCO,7/24/14,Tribune Media Co.,Tribune Publishing Co.,650000000,True spinoff?,https://www.macrotrends.net/stocks/delisted/TPCO/tribune-publishing-co/market-cap,Communication Services,,1,Parent,,651613000,15334000,160238000,-16931000,347399000,404057000,,,-156000,,,,Not found on EDGAR ,https://www.sec.gov/Archives/edgar/data/1593195/000159319514000082/a2014q310q.htm,,2014,,,0.478823115,0.915681256,,16283,-2.89256163,-0.055864239
219,219,PARA,OUT,7/16/14,Paramount Global,Outfront Media Inc,3592800000,,,Real Estate,REIT—Specialty,,,,3522800000,,704400000,1567000000,1598200000,336500000,,54700000,248300000,26316000000,9274000000,6247000000,,,,2014,0.22453062,0.815176627,0.179744118,1.025771966,0.277,16252,-2.836697391,0.051884149
220,220,CHKAQ,SSEIQ,7/1/14,Chesapeake Energy Corp,Seventy Seven Energy Inc,,,Private,Energy,Oil & Gas E&P,1,Private,Industry easy to assign,2375514000,30457000,1738235000,290594000,1592600000,526773000,,19852000,-1770000,42605000000,18477000000,12969000000,https://www.sec.gov/Archives/edgar/data/895126/000089512614000142/chk-20140331_10xq.htm,https://www.sec.gov/Archives/edgar/data/1532930/000153293014000046/sse-2014093010q.htm,,2014,1.37608962,0.41414187,1.15720515,0.544878592,,16252,-2.836697391,0.051884149
